"TDate","Nat","Name","InOut","ClubFrom","DivFrom","ClubTo","DivTo","Amount"
"24/06","Angleterre","M.  Ricketts","out","Middlesbrough","England","Leeds",NA,"Free"
"24/06","Ecosse","R.  Stockdale","out","Middlesbrough","England","Rotherham",NA,"Free"
"01/07","Australie","Bradley Jones","out","Middlesbrough","England","Blackpool",NA,"Loan"
"28/07","Angleterre","J.  Greening","out","Middlesbrough","England","WBA",NA,"1.8 M€"
"29/07","Ecosse","David Murphy","out","Middlesbrough","England","Hibernian","Scotland","Free"
"10/08","Ecosse","Allan Johnston","out","Middlesbrough","England","Kilmarnock","Scotland","Free"
"25/08","Brésil","Juninho Paulista","out","Middlesbrough","England","Celtic","Scotland",""
"30/08","Italie","M.  Maccarone","out","Middlesbrough","England","Parma","Italy","Loan"
"03/09","Angleterre","Mark Wilson","out","Middlesbrough","England","Doncaster",NA,"Loan"
"03/01","Italie","M.  Maccarone","out","Middlesbrough","England","Siena","Italy","Loan"
"12/01","Angleterre","Andrew Davies","out","Middlesbrough","England","QPR",NA,"Loan"
"24/01","Angleterre","Mark Wilson","out","Middlesbrough","England","Livingston","Scotland","Loan"
"23/03","Angleterre","Carlo Nash","out","Middlesbrough","England","Preston NE",NA,"258.2 k€"
"01/07","Pays-Bas","P.  Kluivert","in","Barça","Spain","Newcastle United","England","Free"
"01/07","France","C.  N'Zogbia","in","Le Havre B","France","Newcastle United","England","1 M€"
"01/07","Pays de Galles","Dean Saunders","in","Blackburn",NA,"Newcastle United","England","assistant manager"
"04/07","Angleterre","James Milner","in","Leeds",NA,"Newcastle United","England","6.5 M€"
"27/07","Angleterre","Nicky Butt","in","Man United",NA,"Newcastle United","England","3.8 M€"
"10/08","Irlande","Stephen Carr","in","Tottenham",NA,"Newcastle United","England","3 M€"
"13/09","Ecosse","Graeme Souness","in","Blackburn",NA,"Newcastle United","England","manager"
"17/09","Angleterre","John Carver","in",NA,NA,"Newcastle United","England","membre du staff"
"19/09","Norvège","Ronny Johnsen","in","Aston Villa",NA,"Newcastle United","England","Free"
"01/01","Nigeria","C.  Babayaro","in","Chelsea",NA,"Newcastle United","England",""
"01/01","France","J.-A. Boumsong","in","Rangers","Scotland","Newcastle United","England","12 M€"
"01/01","Angleterre","Terry McDermott","in",NA,NA,"Newcastle United","England","membre du staff"
"25/01","Sénégal","Amdy Faye","in","Portsmouth",NA,"Newcastle United","England","3 M€"
"08/05","Angleterre","Michael Chopra","in","Barnsley",NA,"Newcastle United","England","Return from loan"
"16/05","Angleterre","Michael Bridges","out","Newcastle United","England","Leeds",NA,"Return from loan"
"26/05","Angleterre","Andy Griffin","out","Newcastle United","England","Portsmouth",NA,"Free"
"28/06","Ecosse","Steven Caldwell","out","Newcastle United","England","Sunderland",NA,"Free"
"21/07","Portugal","Hugo Viana","out","Newcastle United","England","Sporting CP","Portugal","Loan"
"21/07","Pays de Galles","Gary Speed","out","Newcastle United","England","Bolton",NA,"1.1 M€"
"20/08","Angleterre","J.  Woodgate","out","Newcastle United","England","Real Madrid","Spain","20 M€"
"30/08","Angleterre","Bobby Robson","out","Newcastle United","England",NA,NA,"manager"
"13/09","Angleterre","John Carver","out","Newcastle United","England",NA,NA,"manager"
"31/01","Pays de Galles","Craig Bellamy","out","Newcastle United","England","Celtic","Scotland","Loan"
"31/01","France","Olivier Bernard","out","Newcastle United","England","Southampton",NA,"Free"
"08/02","Norvège","Ronny Johnsen","out","Newcastle United","England","Vaalerenga","Norway","Free"
"02/06","Ecosse","Paul Gallacher","in","Dundee U","Scotland","Norwich City","England","Free"
"03/06","Angleterre","David Bentley","in","Arsenal",NA,"Norwich City","England","Loan"
"25/06","Maroc","Youssef Safri","in","Coventry",NA,"Norwich City","England","750 k€"
"01/07","France","Adil Amda","in","Chester",NA,"Norwich City","England",""
"01/07","Angleterre","Danny Crow","in","Norwich Utd",NA,"Norwich City","England",""
"01/07","Angleterre","Andrew Fisk","in","Lowestoft",NA,"Norwich City","England",""
"01/07","Angleterre","Adam Smith","in",NA,NA,"Norwich City","England",""
"13/07","Angleterre","Simon Charlton","in","Bolton",NA,"Norwich City","England","375 k€"
"22/07","Danemark","Thomas Helveg","in","Inter Milan","Italy","Norwich City","England","Free"
"05/08","Suède","Mattias Jonson","in","Bröndby","Denmark","Norwich City","England",""
"06/08","Pays de Galles","Darren Ward","in","Nottingham",NA,"Norwich City","England","Free"
"20/08","Irlande","Gary Doherty","in","Tottenham",NA,"Norwich City","England",""
"05/09","Angleterre","Keith Briggs","in","Crewe",NA,"Norwich City","England","Return from loan"
"26/09","Angleterre","Zema Abbey","in","Boston United",NA,"Norwich City","England","Return from loan"
"27/12","Ecosse","Paul Gallacher","in","Gillingham",NA,"Norwich City","England","Return from loan"
"11/01","Angleterre","Dean Ashton","in","Crewe",NA,"Norwich City","England","4.2 M€"
"31/01","Angleterre","Graham Stuart","in","Charlton",NA,"Norwich City","England","Free"
"27/04","Angleterre","Danny Crow","in","Northampton",NA,"Norwich City","England","Return from loan"
"08/05","Angleterre","Ryan Jarvis","in","Colchester",NA,"Norwich City","England","Return from loan"
"28/04","Angleterre","Dean Sinclair","out","Norwich City","England",NA,NA,"Free"
"05/05","Angleterre","Clint Easton","out","Norwich City","England",NA,NA,"Free"
"10/05","Angleterre","Kevin Cooper","out","Norwich City","England","Wolves",NA,"Return from loan"
"29/06","Pays de Galles","Iwan Roberts","out","Norwich City","England","Gillingham",NA,"Free"
"01/07","Pays de Galles","Paul Crichton","out","Norwich City","England","York City",NA,"Free"
"21/07","Angleterre","Mark Rivers","out","Norwich City","England","Crewe",NA,"Free"
"05/08","Angleterre","Keith Briggs","out","Norwich City","England","Crewe",NA,"Loan"
"26/08","Angleterre","Zema Abbey","out","Norwich City","England","Boston United",NA,"Loan"
"10/09","Ecosse","Malky Mackay","out","Norwich City","England","West Ham",NA,"450 k€"
"07/10","Angleterre","Zema Abbey","out","Norwich City","England","Wycombe",NA,"Free"
"10/12","Ecosse","Paul Gallacher","out","Norwich City","England","Gillingham",NA,"Loan"
"31/12","Angleterre","Lee Blackburn","out","Norwich City","England",NA,NA,"Free"
"14/01","Angleterre","Keith Briggs","out","Norwich City","England","Stockport",NA,"Free"
"15/02","Angleterre","Danny Crow","out","Norwich City","England","Northampton",NA,"Loan"
"18/03","Ecosse","Paul Gallacher","out","Norwich City","England","S Wednesday",NA,"Loan"
"24/03","Angleterre","Ryan Jarvis","out","Norwich City","England","Colchester",NA,"Loan"
"05/05","Irlande du Nord","Philip Mulryne","out","Norwich City","England",NA,NA,"Free"
"09/05","Angleterre","Lewis Buxton","in","Bournemouth",NA,"Portsmouth","England","Return from loan"
"26/05","Angleterre","Andy Griffin","in","Newcastle",NA,"Portsmouth","England","Free"
"26/06","Angleterre","Jamie Ashdown","in","Reading",NA,"Portsmouth","England","700.9 k€"
"01/07","Angleterre","Jason Pearce","in","Charlton",NA,"Portsmouth","England",""
"12/07","Angleterre","David Unsworth","in","Everton",NA,"Portsmouth","England","Free"
"06/08","Sénégal","Aliou Cissé","in","Birmingham",NA,"Portsmouth","England","450 k€"
"20/08","Jamaïque","Ricardo Fuller","in","Preston NE",NA,"Portsmouth","England","1.5 M€"
"30/08","Sénégal","Diomansy Kamara","in","Modena","Italy","Portsmouth","England","Loan"
"31/08","Cameroun","V.  Mézague","in","Montpellier","France","Portsmouth","England","Loan"
"17/10","Ecosse","Kevin Harper","in","Leicester",NA,"Portsmouth","England","Return from loan"
"24/10","Ecosse","Mark Burchill","in","Rotherham",NA,"Portsmouth","England","Return from loan"
"07/11","Angleterre","Gary O'Neil","in","Cardiff","Wales","Portsmouth","England","Return from loan"
"10/11","Angleterre","Eddie Howe","in","Bournemouth",NA,"Portsmouth","England","Return from loan"
"20/11","Angleterre","John Curtis","in","Preston NE",NA,"Portsmouth","England","Return from loan"
"24/11","Croatie","Velimir Zajec","in","Din. Zagreb","Croatia","Portsmouth","England","manager"
"28/01","Grèce","K.  Chalkias","in","Pana","Greece","Portsmouth","England",""
"28/01","Grèce","I.  Skopelitis","in","Aigáleo","Greece","Portsmouth","England","1.5 M€"
"07/04","France","C.  Galtier","in","Al Ain","United Arab Emirates","Portsmouth","England","assistant manager"
"07/04","France","Alain Perrin","in",NA,NA,"Portsmouth","England","manager"
"09/05","Angleterre","David Unsworth","in","Ipswich",NA,"Portsmouth","England","Return from loan"
"16/05","Angleterre","T.  Sheringham","out","Portsmouth","England",NA,NA,""
"24/05","Irlande du Nord","Chris Tardif","out","Portsmouth","England","Oxford",NA,"Free"
"31/05","Jamaïque","Deon Burton","out","Portsmouth","England",NA,NA,"Free"
"10/06","Pays de Galles","Carl Robinson","out","Portsmouth","England","Sunderland",NA,"Free"
"01/07","Angleterre","Alan Knight","out","Portsmouth","England",NA,NA,""
"01/07","Russie","Aleksey Smertin","out","Portsmouth","England","Chelsea",NA,"Return from loan"
"09/07","Angleterre","Tim Sherwood","out","Portsmouth","England","Coventry",NA,"Free"
"18/07","Angleterre","Neil Barrett","out","Portsmouth","England","Dundee FC","Scotland","Free"
"19/07","Finlande","Petri Pasanen","out","Portsmouth","England","Werder","Germany","750 k€"
"01/08","Angleterre","Eddie Howe","out","Portsmouth","England","Bournemouth",NA,"Loan"
"07/08","Croatie","Ivica Mornar","out","Portsmouth","England","Rennes","France","Loan"
"08/09","Ecosse","Kevin Harper","out","Portsmouth","England","Leicester",NA,"Loan"
"10/09","Angleterre","John Curtis","out","Portsmouth","England","Preston NE",NA,"Loan"
"10/09","France","S.  Schemmel","out","Portsmouth","England",NA,NA,"Free"
"24/09","Ecosse","Mark Burchill","out","Portsmouth","England","Rotherham",NA,"Loan"
"24/09","Angleterre","Gary O'Neil","out","Portsmouth","England","Cardiff","Wales","Loan"
"12/11","Angleterre","Eddie Howe","out","Portsmouth","England","Bournemouth",NA,"Free"
"24/11","Angleterre","Harry Redknapp","out","Portsmouth","England","Southampton",NA,"manager"
"30/11","Angleterre","Kevin Bond","out","Portsmouth","England","Southampton",NA,"Free"
"23/12","Angleterre","Lewis Buxton","out","Portsmouth","England","Stoke City",NA,"Free"
"13/01","Pays-Bas","Harald Wapenaar","out","Portsmouth","England","Vitesse","Netherlands",""
"17/01","Ecosse","Nigel Quashie","out","Portsmouth","England","Southampton",NA,"3 M€"
"25/01","Sénégal","Amdy Faye","out","Portsmouth","England","Newcastle",NA,"3 M€"
"27/01","Angleterre","David Unsworth","out","Portsmouth","England","Ipswich",NA,"Loan"
"28/01","Ecosse","Mark Burchill","out","Portsmouth","England","Hearts","Scotland","Free"
"03/02","Angleterre","John Curtis","out","Portsmouth","England","Nottingham",NA,"Free"
"10/02","Ecosse","Kevin Harper","out","Portsmouth","England","Stoke City",NA,"Free"
"07/04","Croatie","Velimir Zajec","out","Portsmouth","England",NA,NA,"manager"
"08/06","Belgique","Jelle van Damme","in","Ajax","Netherlands","Southampton","England","3 M€"
"01/07","Irlande","Leon Best","in",NA,NA,"Southampton","England",""
"01/07","France","C.  Damiano","in","Liverpool",NA,"Southampton","England","assistant manager"
"01/07","Angleterre","Andrew Surman","in","Bournemouth",NA,"Southampton","England",""
"09/07","Angleterre","Peter Crouch","in","Aston Villa",NA,"Southampton","England","3 M€"
"22/07","Suède","Mikael Nilsson","in","Halmstads","Sweden","Southampton","England",""
"01/08","Norvège","Jo Tessem","in","Lyn Oslo","Norway","Southampton","England","Return from loan"
"24/08","Tunisie","Alaeddine Yahia","in","Guingamp","France","Southampton","England","525 k€"
"31/08","Suède","A.  Jakobsson","in","Bröndby","Denmark","Southampton","England","1.5 M€"
"23/10","Angleterre","Brett Ormerod","in","Leeds",NA,"Southampton","England","Return from loan"
"11/11","Etats-Unis","Kasey Keller","in","Tottenham",NA,"Southampton","England","Loan"
"08/12","Angleterre","Kevin Bond","in","Portsmouth",NA,"Southampton","England","assistant manager"
"08/12","Angleterre","Harry Redknapp","in","Portsmouth",NA,"Southampton","England","manager"
"14/12","Norvège","Jo Tessem","in","Millwall",NA,"Southampton","England","Return from loan"
"04/01","Angleterre","Calum Davenport","in","Tottenham",NA,"Southampton","England","Loan"
"04/01","Angleterre","Jamie Redknapp","in","Tottenham",NA,"Southampton","England","Free"
"17/01","Irlande","Leon Best","in","QPR",NA,"Southampton","England","Return from loan"
"17/01","Ecosse","Nigel Quashie","in","Portsmouth",NA,"Southampton","England","3 M€"
"24/01","Togo","Yoann Folly","in","Nottingham",NA,"Southampton","England","Return from loan"
"31/01","France","Olivier Bernard","in","Newcastle",NA,"Southampton","England","Free"
"31/01","Sénégal","Henri Camara","in","Celtic","Scotland","Southampton","England","Return from loan"
"06/04","Togo","Yoann Folly","in","Preston NE",NA,"Southampton","England","Return from loan"
"26/04","Angleterre","Brett Ormerod","in","Wigan",NA,"Southampton","England","Return from loan"
"28/04","Antigua et Barbuda","D.  Blackstock","in","Plymouth",NA,"Southampton","England","Return from loan"
"08/05","Angleterre","Andrew Surman","in","Walsall",NA,"Southampton","England","Return from loan"
"09/05","Irlande du Nord","Alan Blayney","in","Brighton",NA,"Southampton","England","Return from loan"
"09/05","Angleterre","Jason Dodd","in","Plymouth",NA,"Southampton","England","Return from loan"
"09/05","Trinité et Tobago","Kenwyne Jones","in","Stoke City",NA,"Southampton","England","Return from loan"
"09/05","Angleterre","Darren Kenton","in","Leicester",NA,"Southampton","England","Return from loan"
"01/07","Angleterre","Francis Benali","out","Southampton","England","Eastleigh",NA,""
"06/08","Ecosse","Stephen Crainey","out","Southampton","England","Leeds",NA,"Loan"
"10/08","Ecosse","Stephen Crainey","out","Southampton","England","Leeds",NA,"295.7 k€"
"12/08","Angleterre","Fitz Hall","out","Southampton","England","Crystal Palace",NA,"2.3 M€"
"23/08","Ecosse","Paul Sturrock","out","Southampton","England",NA,NA,"manager"
"21/09","Angleterre","Brett Ormerod","out","Southampton","England","Leeds",NA,"Loan"
"29/09","Norvège","Jo Tessem","out","Southampton","England","Millwall",NA,"Loan"
"08/12","Angleterre","Steve Wigley","out","Southampton","England",NA,NA,"manager"
"10/12","Etats-Unis","Kasey Keller","out","Southampton","England","Tottenham",NA,"Return from loan"
"17/12","Irlande","Leon Best","out","Southampton","England","QPR",NA,"Loan"
"04/01","Angleterre","James Beattie","out","Southampton","England","Everton",NA,"9 M€"
"07/01","Togo","Yoann Folly","out","Southampton","England","Nottingham",NA,"Loan"
"21/01","Tunisie","Alaeddine Yahia","out","Southampton","England","ASSE","France","Loan"
"28/01","Angleterre","Andrew Surman","out","Southampton","England","Walsall",NA,"Loan"
"03/03","Angleterre","Darren Kenton","out","Southampton","England","Leicester",NA,"Loan"
"14/03","Togo","Yoann Folly","out","Southampton","England","Preston NE",NA,"Loan"
"18/03","Angleterre","Brett Ormerod","out","Southampton","England","Wigan",NA,"Loan"
"24/03","Angleterre","Jason Dodd","out","Southampton","England","Plymouth",NA,"Loan"
"10/05","Danemark","Frank Arnesen","in","PSV","Netherlands","Tottenham","England","Sporting Director"
"17/05","Angleterre","Paul Robinson","in","Leeds",NA,"Tottenham","England","2.3 M€"
"26/06","France","D.  Cuperly","in","Grenoble","France","Tottenham","England","assistant manager"
"26/06","France","Jacques Santini","in","France","France","Tottenham","England","manager"
"01/07","Hongrie","Márton Fülöp","in","MTK","Hungary","Tottenham","England",""
"01/07","Pays-Bas","Martin Jol","in","RKC Waalwijk","Netherlands","Tottenham","England","assistant manager"
"01/07","Angleterre","Chris Ramsey","in","England U-20",NA,"Tottenham","England","Head of Youth Development"
"09/07","Angleterre","Sean Davis","in","Fulham",NA,"Tottenham","England",""
"09/07","Portugal","Pedro Mendes","in","FC Porto","Portugal","Tottenham","England","3.5 M€"
"30/07","Suède","Erik Edman","in","Heerenveen","Netherlands","Tottenham","England",""
"07/08","Cameroun","T.  Atouba","in","FC Basel","Switzerland","Tottenham","England","4.5 M€"
"11/08","Maroc","N.  Naybet","in","Depor","Spain","Tottenham","England","Free"
